#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
0aj3hhtr8u5pk0a40aj3hhtrh5ebao1o,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000008,E02000215,6,87.80214462188941,74.5,716.0455817901232
0ale3y04rg2bmqymgtzv0alekokgabaq,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",6,0,2,1,Renting from private landlord,1,Student,Prefer not to say,E09000003,E02000064,3,71.52628693518058,64.9,438.2215862068965
0b3euqilbt0a2p0b3eu5txdg5eiytw5h,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",9,2,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000013,E02000383,6,113.59740385755717,74.4,195.0558594575158
0bvwssy5ooxr4zm9p60bvwssyma3jgbo,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,2,2,1,Buying the house on a mortgage,2,Working full-time,Prefer not to say,E09000017,E02000503,9,77.02625332106763,98,535.9539143448269
0c09boua7mww0c09byxx1cwrlp5e0brq,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,1,9,Living in rented accommodation arranged by the Local Authority,3,Not working- long term sick or disabled,Prefer not to say,E09000009,E02000245,2,81.46078799553669,65.9,281.64292554777035
0dn82b9n47ay5okdg51v0dn82bq4q8j1,Female,55 to 59,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,2,1,4,Buying the house on a mortgage,5,Working full-time,"£37,901- £58,900 p.a.",E09000025,E02000750,8,102.94920578921285,68.60000000000001,302.48878647349784
0e24d2uejtn3p5bc0eyl4leyjgpfqyd2,Male,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,9,Temporarily living with friends and/ or family while attempting to find permanent accommodation,3,Unemployed,Prefer not to say,E09000001,E02000001,6,633.9355852317361,7.199999999999999,277.90590445674144
0eog814857b8hgz90eogfgjqvvb6ip4s,Non binary/ other,35 to 39,Living on my own (NO children or children have left home),10,2,2,0,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000028,E02000822,3,112.89535525791995,57.699999999999996,138.29286937037006
0f5b07424gzi72xj60f5bt9rsb5o3txt,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,0,2,0,Renting from private landlord,1,Working full-time,"More than £58,900 p.a.",E09000012,E02000365,2,121.66707436399217,65.7,302.35413115511517
0fkatqwm9bc5juo6n0fkanrhwu841e76,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,1,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000032,E02000937,10,75.0126002708299,94.5,278.4041501317825
0jlqc5g8uqm8b55lhgb0jlqv1ef5mpod,Female,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,2,1,0,Owning the house outright,0,RetiredOccassional parttime work,Prefer not to say,E09000019,E02000563,2,127.43972968296039,80.80000000000001,387.3530042214282
0kc04k0mjrdjumkem1ge0kc04k0tbi6m,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",8,1,2,4,Renting from private landlord,1,Working part-time,Prefer not to say,E09000013,E02000387,4,113.59740385755717,66.5,411.0264496199996
0leorcocyfcrvz80leoh6w52kpj4sp1r,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,2,8,Renting from private landlord,2,Not working- looking after house/ children,"£14,901- £24,300 p.a.",E09000006,E02000131,4,69.34413947690096,79.7,174.72620705825207
0md75d7ml6sb667jk0mdhsadvn1tg7ol,Male,35 to 39,Living on my own (NO children or children have left home),5,2,2,9,Renting from private landlord,2,Working full-time,Prefer not to say,E09000029,E02000857,8,64.10579524758313,79.10000000000001,622.7682567772507
0myboojw5fh0mdnekpofeww7ufo6a7dn,Male,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",3,2,0,8,Owning the house outright,2,Working full-time,"£24,301- £37,900 p.a.",E09000027,E02000796,6,59.12433069454052,90.2,374.5922098983047
0n6xrsh1h89yekazaw2y0n6xrspaumrt,Male,40 to 44,Living on my own (NO children or children have left home),7,2,2,8,Living in rented accommodation arranged by the Local Authority,2,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000033,E02000975,7,372.93320499747455,77.60000000000001,413.5411479999996
0nd5qqzf46xk2hl50nd5qqla48qtf82p,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),8,2,0,9,Living in a night shelter/ hostel,3,UnemployedStudent,Prefer not to say,E09000028,E02000831,4,112.89535525791995,79.80000000000001,380.1352282887697
0o0w3v97sqolnw0o00tm4rwysyh24oay,Male,50 to 54,Living on my own (NO children or children have left home),8,2,0,7,Living in rented accommodation from Housing Association,3,Unemployed,"Less than £14,900 p.a.",E09000033,E02000964,3,372.93320499747455,87.5,271.3382244113919
0qhvu8fx3jr5xjsoyd0qhvxn34jfia19,Male,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,2,2,5,Temporarily living with friends and/ or family while attempting to find permanent accommodation,4,Working full-time,"£14,901- £24,300 p.a.",E09000022,E02000620,3,107.01926113040733,60.4,166.28243417982404
0s603aw0b1uvi12s4i30s603a6nmvqxw,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,0,Renting from private landlord,2,Student,"Less than £14,900 p.a.",E09000022,E02000627,4,107.01926113040733,80.10000000000001,485.7477146770179
0stxiu3sat7nupuq0stxin97uvlbrifc,Female,20 to 24,Living on my own (NO children or children have left home),7,2,2,6,Renting from private landlord,2,Student,"Less than £14,900 p.a.",E09000019,E02000574,4,127.43972968296039,65.5,246.2140048980387
0tailey4lnodhaddg0zm0ss0tail4pmn,Female,25 to 29,Living on my own (NO children or children have left home),9,2,1,6,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000021,E02000608,5,73.1006257318934,78.2,388.92704243181794
